longitude,latitude,median_house_value,ocean_proximity,region,rooms_per_house,bedrooms_per_room
-118.07,34.08,211900.0,<1H OCEAN,Southern California,4.5762081784386615,0.22461413484971568
-118.07,34.07,207100.0,<1H OCEAN,Southern California,4.2,0.2528957528957529
-118.07,34.08,214600.0,<1H OCEAN,Southern California,4.979423868312757,0.20826446280991737
-118.05,34.07,183100.0,<1H OCEAN,Southern California,4.340096618357488,0.23931433659839715
-118.06,34.07,184400.0,<1H OCEAN,Southern California,3.340086830680174,0.2920277296360485
-118.03,34.07,152000.0,<1H OCEAN,Southern California,4.508264462809917,0.2465627864344638
-118.03,34.06,162100.0,<1H OCEAN,Southern California,3.4863013698630136,0.29960707269155207
-118.04,34.07,174000.0,<1H OCEAN,Southern California,4.487012987012987,0.22793053545586106
-118.04,34.07,173100.0,<1H OCEAN,Southern California,3.7824074074074074,0.2647898816809465
-118.01,34.07,182600.0,INLAND,Southern California,4.334478021978022,0.24908889241007764
-118.01,34.06,155400.0,INLAND,Southern California,2.8418367346938775,0.2746858168761221
-118.01,34.07,166800.0,INLAND,Southern California,3.837947332883187,0.26125967628430685
-118.02,34.07,156300.0,INLAND,Southern California,3.6583990980834273,0.29553158705701077
-118.03,34.06,170600.0,<1H OCEAN,Southern California,4.156593406593407,0.25710508922670194
-118.03,34.06,135200.0,<1H OCEAN,Southern California,2.8434466019417477,0.3559539052496799
-118.03,34.06,157800.0,<1H OCEAN,Southern California,3.4573002754820936,0.31195219123505974
-118.04,34.06,153400.0,<1H OCEAN,Southern California,3.3344947735191637,0.30825496342737724
-118.04,34.06,154200.0,<1H OCEAN,Southern California,4.171487603305785,0.27290737989103514
-118.04,34.06,176100.0,<1H OCEAN,Southern California,5.517543859649122,0.19475357710651828
-118.05,34.06,174500.0,<1H OCEAN,Southern California,3.4900763358778626,0.28608923884514437
-118.05,34.06,162500.0,<1H OCEAN,Southern California,3.1987951807228914,0.3088512241054614
-118.05,34.06,142000.0,<1H OCEAN,Southern California,3.441077441077441,0.2847358121330724
-118.06,34.06,173900.0,<1H OCEAN,Southern California,3.4306451612903226,0.2938410907381288
-118.06,34.06,165900.0,<1H OCEAN,Southern California,3.097560975609756,0.34026996625421824
-118.07,34.07,199300.0,<1H OCEAN,Southern California,4.945848375451264,0.2072992700729927
-118.08,34.07,205500.0,<1H OCEAN,Southern California,4.281675392670157,0.2384446074834923
-118.07,34.06,168600.0,<1H OCEAN,Southern California,4.110157367668097,0.24991298294465716
-118.04,34.05,156800.0,<1H OCEAN,Southern California,4.760456273764259,0.21805111821086262
-118.05,34.05,162200.0,<1H OCEAN,Southern California,5.447236180904523,0.1863468634686347
-118.06,34.04,160300.0,<1H OCEAN,Southern California,4.406976744186046,0.23944591029023746
-118.03,34.06,151400.0,<1H OCEAN,Southern California,3.467696629213483,0.29607128392061566
-118.04,34.05,137500.0,<1H OCEAN,Southern California,4.620087336244541,0.21739130434782608
-118.04,34.04,160600.0,<1H OCEAN,Southern California,5.040697674418604,0.2093425605536332
-118.04,34.04,165100.0,<1H OCEAN,Southern California,4.733918128654971,0.19950586781964175
-118.06,34.03,175000.0,<1H OCEAN,Southern California,2.3333333333333335,0.3333333333333333
-118.02,34.06,173800.0,<1H OCEAN,Southern California,3.5850673194614444,0.3311710481392967
-118.02,34.05,156300.0,<1H OCEAN,Southern California,3.1692913385826773,0.31863354037267083
-118.03,34.05,157500.0,<1H OCEAN,Southern California,3.672972972972973,0.2332597498160412
-118.03,34.05,142300.0,<1H OCEAN,Southern California,4.352750809061488,0.24609665427509295
-118.01,34.05,161700.0,<1H OCEAN,Southern California,3.0842391304347827,0.31277533039647576
-118.02,34.05,167000.0,<1H OCEAN,Southern California,3.739622641509434,0.25731584258324924
-118.02,34.05,165800.0,<1H OCEAN,Southern California,4.338028169014085,0.2544642857142857
-118.02,34.04,158100.0,<1H OCEAN,Southern California,4.385653409090909,0.23465587044534414
-118.09,34.18,500001.0,INLAND,Southern California,7.447368421052632,0.13138451654352715
-118.07,34.17,454800.0,INLAND,Southern California,7.176678445229682,0.14697193500738553
-118.07,34.17,326100.0,INLAND,Southern California,5.8474576271186445,0.16314699792960663
-118.07,34.17,326000.0,INLAND,Southern California,5.7272727272727275,0.17413632119514472
-118.1,34.18,450000.0,INLAND,Southern California,6.846607669616519,0.14476518741921585
-118.11,34.19,483300.0,INLAND,Southern California,7.114427860696518,0.13006993006993006
-118.12,34.19,444100.0,INLAND,Southern California,7.539184952978056,0.12432432432432433
-118.11,34.2,359400.0,INLAND,Southern California,7.021428571428571,0.14750762970498474
-118.13,34.2,295500.0,INLAND,Southern California,6.774683544303797,0.15956651718983558
-118.13,34.19,303900.0,INLAND,Southern California,6.975274725274725,0.16738873572272547
-118.13,34.21,274100.0,INLAND,Southern California,6.9,0.1621808143547274
-118.13,34.2,234000.0,INLAND,Southern California,5.251082251082251,0.16982687551525144
-118.13,34.2,240200.0,INLAND,Southern California,6.052380952380952,0.18568056648308418
-118.13,34.19,242200.0,INLAND,Southern California,4.927051671732523,0.22516964836520667
-118.14,34.19,201000.0,INLAND,Southern California,5.922570016474465,0.1721835883171071
-118.14,34.2,207400.0,INLAND,Southern California,5.9467592592592595,0.16582327753989878
-118.15,34.2,210300.0,INLAND,Southern California,5.5013774104683195,0.18077115673510266
-118.15,34.2,182100.0,INLAND,Southern California,5.546583850931677,0.1713325867861142
-118.15,34.2,184200.0,INLAND,Southern California,5.594795539033457,0.173421926910299
-118.15,34.21,238900.0,INLAND,Southern California,6.312785388127854,0.18625678119349007
-118.15,34.19,161600.0,<1H OCEAN,Southern California,4.853403141361256,0.1941747572815534
-118.15,34.19,160700.0,<1H OCEAN,Southern California,5.820338983050847,0.18287711124053582
-118.16,34.19,177900.0,<1H OCEAN,Southern California,5.302593659942363,0.19456521739130433
-118.16,34.2,176000.0,<1H OCEAN,Southern California,5.8957654723127035,0.18950276243093922
-118.18,34.22,241700.0,<1H OCEAN,Southern California,7.317343173431734,0.1502773575390822
-118.19,34.22,500001.0,<1H OCEAN,Southern California,7.17004048582996,0.14153961980048937
-118.21,34.22,500001.0,<1H OCEAN,Southern California,7.458745874587459,0.1424778761061947
-118.18,34.2,415900.0,<1H OCEAN,Southern California,6.163179916317992,0.1697216564833673
-118.19,34.2,483700.0,<1H OCEAN,Southern California,6.725165562913907,0.1447562776957164
-118.19,34.21,500001.0,<1H OCEAN,Southern California,7.12,0.14232209737827714
-118.2,34.21,500001.0,<1H OCEAN,Southern California,6.59375,0.15436696005416384
-118.2,34.21,443900.0,<1H OCEAN,Southern California,6.665178571428571,0.15874079035498995
-118.21,34.21,450800.0,<1H OCEAN,Southern California,6.572549019607843,0.15692124105011934
-118.22,34.23,500001.0,<1H OCEAN,Southern California,6.895397489539749,0.14654126213592233
-118.21,34.22,500001.0,<1H OCEAN,Southern California,8.12972972972973,0.1283244680851064
-118.22,34.22,500001.0,<1H OCEAN,Southern California,6.681592039800995,0.1552494415487714
-118.23,34.22,431800.0,<1H OCEAN,Southern California,6.088495575221239,0.17223837209302326
-118.21,34.2,500001.0,<1H OCEAN,Southern California,6.8277153558052435,0.15139879319802524
-118.2,34.2,500001.0,<1H OCEAN,Southern California,6.736596736596737,0.15155709342560553
-118.19,34.19,500001.0,<1H OCEAN,Southern California,8.114173228346457,0.12615235322658905
-118.2,34.19,500001.0,<1H OCEAN,Southern California,8.954732510288066,0.12224264705882353
-118.18,34.17,500001.0,<1H OCEAN,Southern California,7.335051546391752,0.13843991567111735
-118.18,34.16,500001.0,<1H OCEAN,Southern California,7.00979020979021,0.14884277733439744
-118.15,34.18,142100.0,<1H OCEAN,Southern California,4.890350877192983,0.21883408071748878
-118.15,34.17,127500.0,<1H OCEAN,Southern California,5.189024390243903,0.21856639247943596
-118.16,34.18,136100.0,<1H OCEAN,Southern California,4.782608695652174,0.20802139037433154
-118.16,34.18,135700.0,<1H OCEAN,Southern California,4.207407407407407,0.25528169014084506
-118.16,34.17,163800.0,<1H OCEAN,Southern California,5.398190045248869,0.19111483654652137
-118.17,34.18,218800.0,<1H OCEAN,Southern California,5.169741697416974,0.17558886509635974
-118.15,34.18,154900.0,<1H OCEAN,Southern California,4.890675241157556,0.210387902695595
-118.16,34.19,149200.0,<1H OCEAN,Southern California,4.761467889908257,0.22254335260115607
-118.16,34.19,153500.0,<1H OCEAN,Southern California,5.26378896882494,0.20455580865603645
-118.17,34.18,166700.0,<1H OCEAN,Southern California,5.40084388185654,0.18046875
-118.17,34.19,173100.0,<1H OCEAN,Southern California,5.737179487179487,0.17653631284916202
-118.13,34.19,234000.0,INLAND,Southern California,5.843501326259947,0.1870177031320926
-118.14,34.18,226500.0,<1H OCEAN,Southern California,5.970639032815199,0.1799247902805901
-118.14,34.19,237000.0,INLAND,Southern California,5.846689895470384,0.16507747318235996
-118.15,34.19,163100.0,<1H OCEAN,Southern California,4.278728606356968,0.23485714285714285
-118.1,34.18,300900.0,INLAND,Southern California,6.0055401662049865,0.16236162361623616
-118.11,34.18,376000.0,INLAND,Southern California,7.2877551020408164,0.1428171380565668
-118.12,34.18,352700.0,INLAND,Southern California,6.994065281899109,0.14509970301230377
-118.13,34.18,310900.0,INLAND,Southern California,6.340163934426229,0.16774402068519714
-118.1,34.17,279600.0,INLAND,Southern California,5.375757575757576,0.17756482525366404
-118.1,34.17,268100.0,INLAND,Southern California,5.5,0.20612061206120613
-118.11,34.17,261600.0,INLAND,Southern California,5.929701230228471,0.17723770005927683
-118.11,34.17,234600.0,INLAND,Southern California,5.167577413479052,0.20867113147691224
-118.12,34.18,230600.0,INLAND,Southern California,4.873180873180873,0.2188566552901024
-118.13,34.18,309100.0,INLAND,Southern California,6.477876106194691,0.14412568306010928
-118.12,34.17,225000.0,INLAND,Southern California,4.449013157894737,0.2499075785582255
-118.12,34.17,315400.0,INLAND,Southern California,5.788643533123029,0.17983651226158037
-118.13,34.17,261500.0,<1H OCEAN,Southern California,5.171014492753623,0.2062780269058296
-118.14,34.18,175000.0,<1H OCEAN,Southern California,5.167173252279635,0.1864705882352941
-118.14,34.17,173100.0,<1H OCEAN,Southern California,5.291666666666667,0.18222722159730034
-118.14,34.17,166800.0,<1H OCEAN,Southern California,4.222052067381317,0.2586144359811389
-118.14,34.18,154400.0,<1H OCEAN,Southern California,4.622291021671827,0.21835231078365708
-118.14,34.17,146700.0,<1H OCEAN,Southern California,3.818840579710145,0.2381404174573055
-118.15,34.18,148800.0,<1H OCEAN,Southern California,4.472602739726027,0.2542113323124043
-118.15,34.16,181300.0,<1H OCEAN,Southern California,4.12289156626506,0.22384570426651082
-118.15,34.16,146600.0,<1H OCEAN,Southern California,5.603174603174603,0.21408336705787132
-118.16,34.16,178400.0,<1H OCEAN,Southern California,4.919540229885057,0.21651090342679127
-118.16,34.17,155400.0,<1H OCEAN,Southern California,5.913725490196079,0.17307692307692307
-118.16,34.16,230700.0,<1H OCEAN,Southern California,6.105263157894737,0.17711598746081506
-118.16,34.16,261800.0,<1H OCEAN,Southern California,6.329317269076305,0.1516497461928934
-118.16,34.15,500001.0,<1H OCEAN,Southern California,6.190647482014389,0.168506682161534
-118.16,34.15,263000.0,<1H OCEAN,Southern California,5.0060975609756095,0.19853836784409257
-118.14,34.16,153500.0,<1H OCEAN,Southern California,3.591203104786546,0.3025936599423631
-118.14,34.15,187500.0,<1H OCEAN,Southern California,2.75,0.3931203931203931
-118.15,34.15,500001.0,<1H OCEAN,Southern California,2.4774774774774775,0.44727272727272727
-118.15,34.16,162500.0,<1H OCEAN,Southern California,3.240740740740741,0.31012987012987014
-118.15,34.15,137500.0,<1H OCEAN,Southern California,4.686046511627907,0.24689826302729528
-118.14,34.17,158000.0,<1H OCEAN,Southern California,4.4148148148148145,0.2533557046979866
-118.14,34.16,142300.0,<1H OCEAN,Southern California,3.3784135240572173,0.2913779830638953
-118.15,34.16,148600.0,<1H OCEAN,Southern California,4.16955017301038,0.26224066390041495
-118.15,34.17,146400.0,<1H OCEAN,Southern California,3.1,0.3010752688172043
-118.13,34.17,200000.0,<1H OCEAN,Southern California,4.293216630196937,0.2217125382262997
-118.14,34.16,156300.0,<1H OCEAN,Southern California,3.792091836734694,0.2714429868819374
-118.14,34.17,205700.0,<1H OCEAN,Southern California,4.939338235294118,0.22329735764793449
-118.13,34.16,176700.0,<1H OCEAN,Southern California,3.664406779661017,0.30434782608695654
-118.13,34.15,141700.0,<1H OCEAN,Southern California,3.5046728971962615,0.3031111111111111
-118.14,34.15,500001.0,<1H OCEAN,Southern California,3.279373368146214,0.32404458598726116
-118.14,34.15,175000.0,<1H OCEAN,Southern California,2.9079754601226995,0.35548523206751054
-118.14,34.16,215400.0,<1H OCEAN,Southern California,3.517175572519084,0.30656538252848614
-118.12,34.16,188600.0,<1H OCEAN,Southern California,4.42713567839196,0.23609534619750283
-118.13,34.16,169500.0,<1H OCEAN,Southern California,3.8757225433526012,0.2669649515287099
-118.13,34.15,155600.0,<1H OCEAN,Southern California,4.269230769230769,0.2864864864864865
-118.12,34.15,168800.0,<1H OCEAN,Southern California,2.6273584905660377,0.3877917414721723
-118.12,34.15,171400.0,<1H OCEAN,Southern California,3.7720090293453725,0.2872531418312388
-118.13,34.15,173100.0,<1H OCEAN,Southern California,3.788808664259928,0.2977608384945212
-118.13,34.15,125000.0,<1H OCEAN,Southern California,3.4643962848297214,0.29848078641644327
-118.12,34.17,287900.0,INLAND,Southern California,5.955555555555556,0.18385345997286295
-118.13,34.16,250400.0,<1H OCEAN,Southern California,5.142857142857143,0.1907051282051282
-118.13,34.16,227900.0,<1H OCEAN,Southern California,5.465753424657534,0.19674185463659147
-118.13,34.16,215000.0,<1H OCEAN,Southern California,4.3585365853658535,0.23894795747062114
-118.09,34.17,269300.0,INLAND,Southern California,6.277292576419214,0.192
-118.1,34.16,283700.0,INLAND,Southern California,5.959488272921109,0.1774597495527728
-118.1,34.17,300500.0,INLAND,Southern California,5.011123470522803,0.19844617092119868
-118.12,34.17,222600.0,INLAND,Southern California,4.638115631691649,0.22299168975069253
-118.11,34.16,325600.0,INLAND,Southern California,7.112612612612613,0.14534515516149463
-118.11,34.16,320300.0,INLAND,Southern California,5.6826484018264845,0.17557251908396945
-118.11,34.16,239900.0,INLAND,Southern California,4.421568627450981,0.2025129342202513
-118.11,34.15,196100.0,<1H OCEAN,Southern California,4.4520547945205475,0.261025641025641
-118.11,34.15,184100.0,<1H OCEAN,Southern California,3.923076923076923,0.25444596443228457
-118.12,34.15,198200.0,<1H OCEAN,Southern California,4.583333333333333,0.2539772727272727
-118.12,34.16,241900.0,<1H OCEAN,Southern California,5.2559241706161135,0.19702434625789
-118.1,34.16,330200.0,INLAND,Southern California,5.748995983935743,0.17918267551519385
-118.1,34.15,199000.0,INLAND,Southern California,4.6350710900473935,0.23210633946830267
-118.1,34.15,177500.0,INLAND,Southern California,4.204081632653061,0.25589459084604715
-118.08,34.16,242400.0,INLAND,Southern California,5.629032258064516,0.19054441260744986
-118.09,34.15,237500.0,INLAND,Southern California,4.927272727272728,0.2730627306273063
-118.09,34.15,205000.0,INLAND,Southern California,6.090909090909091,0.21044776119402986
-118.09,34.15,260100.0,INLAND,Southern California,5.642307692307693,0.17655078391274712
-118.09,34.16,321100.0,INLAND,Southern California,6.229461756373937,0.1628012733060482
-118.07,34.16,397500.0,INLAND,Southern California,6.536231884057971,0.14689578713968957
-118.07,34.16,369400.0,INLAND,Southern California,5.627002288329519,0.17812118747458316
-118.07,34.15,209200.0,INLAND,Southern California,4.67948717948718,0.21643835616438356
-118.07,34.14,260400.0,INLAND,Southern California,5.095541401273885,0.2140625
-118.08,34.15,500001.0,INLAND,Southern California,7.67741935483871,0.24369747899159663
-118.08,34.14,218700.0,INLAND,Southern California,5.2196428571428575,0.20663701676359905
-118.08,34.14,470800.0,INLAND,Southern California,6.855614973262032,0.14742589703588144
-118.08,34.13,500001.0,INLAND,Southern California,8.537931034482758,0.11873990306946688
-118.08,34.13,500001.0,INLAND,Southern California,6.518900343642612,0.147074327886136
-118.08,34.14,281100.0,INLAND,Southern California,5.02803738317757,0.21895910780669145
-118.09,34.14,373800.0,INLAND,Southern California,5.768656716417911,0.1775549805950841
-118.09,34.15,210900.0,INLAND,Southern California,4.113149847094801,0.26468401486988846
-118.1,34.14,324400.0,<1H OCEAN,Southern California,4.9056,0.21493803000652315
-118.11,34.14,358700.0,<1H OCEAN,Southern California,7.795454545454546,0.13827571845064557
-118.1,34.14,213200.0,<1H OCEAN,Southern California,4.160797342192691,0.2626956244011498
-118.11,34.14,434800.0,<1H OCEAN,Southern California,5.129082426127527,0.18647665251667678
-118.12,34.14,490400.0,<1H OCEAN,Southern California,7.125,0.15062045357295678
-118.12,34.14,217900.0,<1H OCEAN,Southern California,3.6114044350580783,0.285672514619883
-118.13,34.13,493200.0,<1H OCEAN,Southern California,5.523684210526316,0.18913768461171987
-118.13,34.14,210900.0,<1H OCEAN,Southern California,4.021339220014717,0.27337602927721866
-118.13,34.14,163900.0,<1H OCEAN,Southern California,3.688082901554404,0.29053104804720425
-118.14,34.14,225000.0,<1H OCEAN,Southern California,3.991812865497076,0.2757105186053326
-118.14,34.14,282300.0,<1H OCEAN,Southern California,3.5869336143308748,0.29700352526439483
-118.15,34.14,258300.0,<1H OCEAN,Southern California,3.6207729468599035,0.28418945963975983
-118.15,34.14,55000.0,<1H OCEAN,Southern California,3.0,0.35174953959484345
-118.15,34.14,187500.0,<1H OCEAN,Southern California,3.8380952380952382,0.2903225806451613
-118.16,34.14,500001.0,<1H OCEAN,Southern California,6.656652360515022,0.16376531270148292
-118.16,34.14,500001.0,<1H OCEAN,Southern California,6.813901345291479,0.1586048042119118
-118.17,34.14,500001.0,<1H OCEAN,Southern California,7.4,0.12627381479840497
-118.18,34.13,477800.0,<1H OCEAN,Southern California,6.44811320754717,0.15179224579370884
-118.18,34.13,363000.0,<1H OCEAN,Southern California,6.90952380952381,0.15851137146795313
-118.18,34.14,360900.0,<1H OCEAN,Southern California,6.535483870967742,0.1602500822639026
-118.15,34.13,500001.0,<1H OCEAN,Southern California,5.941935483870968,0.18820123054650742
-118.15,34.13,314700.0,<1H OCEAN,Southern California,5.416851441241685,0.20221039705280394
-118.16,34.13,500001.0,<1H OCEAN,Southern California,6.3438985736925515,0.16162877841618786
-118.13,34.13,500001.0,<1H OCEAN,Southern California,7.742465753424658,0.13481953290870488
-118.13,34.12,500001.0,<1H OCEAN,Southern California,7.460992907801418,0.13624841571609633
-118.14,34.13,251100.0,<1H OCEAN,Southern California,4.558109833971903,0.2300364247688428
-118.14,34.13,479700.0,<1H OCEAN,Southern California,5.989203778677463,0.18093735917079765
-118.15,34.13,215000.0,<1H OCEAN,Southern California,3.868544600938967,0.27184466019417475
-118.12,34.13,500001.0,<1H OCEAN,Southern California,8.97553516819572,0.1161839863713799
-118.11,34.12,500001.0,<1H OCEAN,Southern California,8.171617161716172,0.1264135702746365
-118.11,34.12,500001.0,<1H OCEAN,Southern California,8.512968299711815,0.12559241706161137
-118.12,34.12,500001.0,<1H OCEAN,Southern California,10.419354838709678,0.10904712762297901
-118.12,34.11,500001.0,<1H OCEAN,Southern California,7.656593406593407,0.126659490491568
-118.13,34.11,500001.0,<1H OCEAN,Southern California,7.443478260869565,0.13434579439252337
-118.14,34.11,500001.0,<1H OCEAN,Southern California,6.6231884057971016,0.1539022611232677
-118.1,34.13,500001.0,<1H OCEAN,Southern California,7.4591439688715955,0.13823682837767345
-118.1,34.13,500001.0,<1H OCEAN,Southern California,7.036290322580645,0.13581661891117477
-118.09,34.12,500001.0,<1H OCEAN,Southern California,7.251833740831296,0.1399190829399865
-118.1,34.12,500001.0,<1H OCEAN,Southern California,7.0185528756957325,0.15305313243457574
-118.1,34.12,500001.0,<1H OCEAN,Southern California,8.696682464454977,0.12588555858310627
-118.1,34.13,500001.0,<1H OCEAN,Southern California,8.592307692307692,0.12354521038495972
-118.08,34.13,396700.0,INLAND,Southern California,5.669064748201439,0.16243654822335024
-118.08,34.12,325000.0,<1H OCEAN,Southern California,5.666666666666667,0.17521902377972465
-118.09,34.12,342700.0,<1H OCEAN,Southern California,6.092378752886836,0.16376042456406367
-118.09,34.12,359900.0,<1H OCEAN,Southern California,5.989510489510489,0.16637478108581435
-118.07,34.13,251200.0,INLAND,Southern California,4.439624853458382,0.24108793240031687
-118.08,34.13,228500.0,INLAND,Southern California,4.7049525816649105,0.2206047032474804
-118.07,34.12,279900.0,INLAND,Southern California,4.145009416195857,0.25397546569741025
-118.07,34.12,272600.0,INLAND,Southern California,5.610108303249097,0.18468468468468469
-118.08,34.12,264100.0,<1H OCEAN,Southern California,5.197508896797153,0.21944539541252994
-118.08,34.12,270500.0,<1H OCEAN,Southern California,5.315457413249211,0.20237388724035607
-118.07,34.11,270700.0,<1H OCEAN,Southern California,5.382739212007505,0.19623562216800278
-118.07,34.11,225000.0,<1H OCEAN,Southern California,5.333333333333333,0.23317307692307693
-118.08,34.11,257200.0,<1H OCEAN,Southern California,5.024856596558317,0.1997716894977169
-118.08,34.11,285300.0,<1H OCEAN,Southern California,5.562146892655368,0.1792788217369223
-118.08,34.1,214600.0,<1H OCEAN,Southern California,5.370018975332068,0.22791519434628976
-118.09,34.11,316800.0,<1H OCEAN,Southern California,6.153526970954357,0.17768037761294672
-118.09,34.11,414800.0,<1H OCEAN,Southern California,6.515570934256055,0.1460435475305364
-118.1,34.1,280000.0,<1H OCEAN,Southern California,6.081632653061225,0.17505592841163312
-118.1,34.11,351400.0,<1H OCEAN,Southern California,6.802020202020202,0.15533115533115532
-118.11,34.11,352200.0,<1H OCEAN,Southern California,7.503521126760563,0.1379633974659784
-118.11,34.1,292900.0,<1H OCEAN,Southern California,5.738775510204082,0.16998577524893316
-118.12,34.11,359600.0,<1H OCEAN,Southern California,6.658307210031348,0.1501883239171375
-118.12,34.1,282600.0,<1H OCEAN,Southern California,4.968599033816425,0.20904229460379192
-118.12,34.1,306300.0,<1H OCEAN,Southern California,5.137323943661972,0.19019876627827279
-118.13,34.1,197500.0,<1H OCEAN,Southern California,3.9004267425320056,0.27571115973741794
-118.13,34.09,188200.0,<1H OCEAN,Southern California,3.50453720508167,0.30709476954945625
-118.13,34.1,214100.0,<1H OCEAN,Southern California,3.9507772020725387,0.27049180327868855
-118.14,34.09,208700.0,<1H OCEAN,Southern California,3.690578158458244,0.29213809109370464
-118.13,34.11,351100.0,<1H OCEAN,Southern California,5.426829268292683,0.16235955056179777
-118.13,34.1,252400.0,<1H OCEAN,Southern California,4.218608852755194,0.25374732334047106
-118.14,34.1,258400.0,<1H OCEAN,Southern California,5.140506329113924,0.2120167446441763
-118.14,34.11,444500.0,<1H OCEAN,Southern California,6.293457943925234,0.16186516186516187
-118.15,34.1,419100.0,<1H OCEAN,Southern California,5.440251572327044,0.19028901734104045
-118.15,34.11,469100.0,<1H OCEAN,Southern California,6.766381766381766,0.15536842105263157
-118.15,34.11,364800.0,<1H OCEAN,Southern California,5.705882352941177,0.18900343642611683
-118.15,34.11,352800.0,<1H OCEAN,Southern California,6.329113924050633,0.192
-118.15,34.12,319700.0,<1H OCEAN,Southern California,4.3644793152639085,0.24726262461186468
-118.15,34.12,350000.0,<1H OCEAN,Southern California,4.2191142191142195,0.23591160220994475
-118.15,34.12,204500.0,<1H OCEAN,Southern California,5.128378378378378,0.22661396574440051
-118.15,34.12,500000.0,<1H OCEAN,Southern California,5.752411575562701,0.16098378982671885
-118.16,34.12,435100.0,<1H OCEAN,Southern California,4.609504132231405,0.21918422232182877
-118.17,34.12,354700.0,<1H OCEAN,Southern California,4.893246187363834,0.21415850400712377
-118.15,34.11,309300.0,<1H OCEAN,Southern California,4.921052631578948,0.22230710466004583
-118.15,34.1,364900.0,<1H OCEAN,Southern California,4.645783132530121,0.22484439834024897
-118.16,34.11,364400.0,<1H OCEAN,Southern California,5.296570898980537,0.20192475940507437
-118.16,34.11,263600.0,<1H OCEAN,Southern California,4.662393162393163,0.21631530705774518
-118.17,34.11,278900.0,<1H OCEAN,Southern California,3.9328859060402683,0.24800910125142206
-118.17,34.11,381400.0,<1H OCEAN,Southern California,5.333690987124464,0.20036210018105008
-118.17,34.1,477300.0,<1H OCEAN,Southern California,6.815950920245399,0.1455895589558956
-118.14,34.1,231000.0,<1H OCEAN,Southern California,4.365487674169346,0.2487110238153695
-118.15,34.09,192800.0,<1H OCEAN,Southern California,5.06544502617801,0.23772609819121446
-118.15,34.09,225800.0,<1H OCEAN,Southern California,5.4665012406947895,0.19518837948252382
-118.16,34.09,224000.0,<1H OCEAN,Southern California,4.051764705882353,0.2601626016260163
-118.15,34.1,229300.0,<1H OCEAN,Southern California,4.243961352657005,0.2327831531018782
-118.15,34.08,205600.0,<1H OCEAN,Southern California,4.11328125,0.23836657169990502
-118.15,34.08,199200.0,<1H OCEAN,Southern California,4.697585768742059,0.22071950229916149
-118.14,34.09,218800.0,<1H OCEAN,Southern California,4.106508875739645,0.2706532180595581
-118.14,34.09,219000.0,<1H OCEAN,Southern California,3.7934782608695654,0.26189111747851
-118.14,34.08,170000.0,<1H OCEAN,Southern California,3.8568665377176017,0.2753259779338014
-118.14,34.08,191700.0,<1H OCEAN,Southern California,4.141618497109826,0.27704117236566644
-118.14,34.08,217800.0,<1H OCEAN,Southern California,3.7675879396984926,0.2620873624541514
-118.14,34.07,220400.0,<1H OCEAN,Southern California,4.088235294117647,0.20863309352517986
-118.11,34.1,226600.0,<1H OCEAN,Southern California,4.412280701754386,0.21620278330019882
-118.12,34.09,188400.0,<1H OCEAN,Southern California,3.757716049382716,0.2815195071868583
-118.13,34.09,191700.0,<1H OCEAN,Southern California,3.3333333333333335,0.3028571428571429
-118.13,34.09,219000.0,<1H OCEAN,Southern California,3.7292576419213974,0.304839968774395
-118.13,34.08,228400.0,<1H OCEAN,Southern California,4.329596412556054,0.23252200932159503
-118.09,34.1,201700.0,<1H OCEAN,Southern California,4.159169550173011,0.2549084858569052
-118.1,34.1,183100.0,<1H OCEAN,Southern California,4.4627831715210355,0.22842639593908629
-118.09,34.09,188500.0,<1H OCEAN,Southern California,4.272,0.2303370786516854
-118.1,34.09,258000.0,<1H OCEAN,Southern California,5.079913606911447,0.20578231292517007
-118.1,34.1,234600.0,<1H OCEAN,Southern California,4.4734411085450345,0.23128549303045948
-118.11,34.1,192500.0,<1H OCEAN,Southern California,4.186991869918699,0.25954692556634307
-118.1,34.1,210900.0,<1H OCEAN,Southern California,4.178282009724473,0.25019394879751744
-118.07,34.1,259800.0,<1H OCEAN,Southern California,4.409001956947162,0.23169107856191745
-118.07,34.09,212000.0,<1H OCEAN,Southern California,5.445,0.20431588613406795
-118.07,34.1,187500.0,<1H OCEAN,Southern California,3.654054054054054,0.2618343195266272
-118.08,34.1,213200.0,<1H OCEAN,Southern California,5.026266416510319,0.2045539380365808
-118.09,34.1,210400.0,<1H OCEAN,Southern California,5.230769230769231,0.20640756302521007
-118.08,34.08,205200.0,<1H OCEAN,Southern California,4.77020202020202,0.2154579142403388
-118.08,34.08,211400.0,<1H OCEAN,Southern California,4.44559585492228,0.23426573426573427
-118.09,34.09,224000.0,<1H OCEAN,Southern California,3.8513513513513513,0.2432748538011696
-118.09,34.08,235600.0,<1H OCEAN,Southern California,4.502976190476191,0.25380039656311965
-118.09,34.08,206000.0,<1H OCEAN,Southern California,4.359756097560975,0.24055944055944056
-118.09,34.08,218300.0,<1H OCEAN,Southern California,4.341991341991342,0.23529411764705882
-118.1,34.09,227300.0,<1H OCEAN,Southern California,5.347985347985348,0.19794520547945205
-118.1,34.08,208100.0,<1H OCEAN,Southern California,4.550314465408805,0.22771250863856254
-118.1,34.08,204600.0,<1H OCEAN,Southern California,3.6370967741935485,0.28736141906873613
